dataset,config,Epoch 1,Epoch 2,Epoch 3,Epoch 4,best_validation,test_accuracy
standard,A,0.9267015706806283,0.8900523560209425,0.900523560209424,0.900523560209424,0.9267015706806283,0.9261083743842364
standard,A,0.9109947643979057,0.900523560209424,0.9057591623036649,0.8324607329842932,0.9109947643979057,0.8817733990147784
standard,A,0.9267015706806283,0.93717277486911,0.900523560209424,0.9214659685863874,0.93717277486911,0.916256157635468
aave,A,0.30601092896174864,0.73224043715847,0.8360655737704918,0.8524590163934426,0.8524590163934426,0.9010416666666666
aave,A,0.8524590163934426,0.8852459016393442,0.8797814207650273,0.9180327868852459,0.9180327868852459,0.9427083333333334
aave,A,0.912568306010929,0.9289617486338798,0.8524590163934426,0.9234972677595629,0.9289617486338798,0.9270833333333334
aave,A,0.907103825136612,0.9289617486338798,0.9398907103825137,0.9617486338797814,0.9617486338797814,0.9270833333333334
aave,A,0.9234972677595629,0.9289617486338798,0.9562841530054644,0.8852459016393442,0.9562841530054644,0.9739583333333334
aave,A,0.9508196721311475,0.8797814207650273,0.9289617486338798,0.9180327868852459,0.9508196721311475,0.9739583333333334
aave,A,0.9836065573770492,0.9836065573770492,0.9781420765027322,0.9781420765027322,0.9836065573770492,0.9635416666666666
aave,A,0.9781420765027322,0.9508196721311475,0.8907103825136612,0.9836065573770492,0.9836065573770492,0.9791666666666666
aave,A,0.9289617486338798,0.9726775956284153,0.912568306010929,0.9781420765027322,0.9781420765027322,0.9479166666666666
aave,A,0.9508196721311475,0.9617486338797814,0.9562841530054644,0.9726775956284153,0.9726775956284153,0.953125
aave,A,0.994535519125683,0.9508196721311475,0.9453551912568307,0.9289617486338798,0.994535519125683,0.984375
aave,A,0.9726775956284153,0.9398907103825137,0.9398907103825137,0.9617486338797814,0.9726775956284153,0.9635416666666666
aave,A,0.9726775956284153,0.8907103825136612,0.9672131147540983,0.9508196721311475,0.9726775956284153,0.9427083333333334
aave,A,0.9289617486338798,0.9453551912568307,0.9617486338797814,0.9836065573770492,0.9836065573770492,0.9791666666666666
aave,A,0.9672131147540983,0.819672131147541,0.9016393442622951,0.9344262295081968,0.9672131147540983,0.9166666666666666
aave,A,0.9562841530054644,0.9726775956284153,0.9617486338797814,0.9781420765027322,0.9781420765027322,0.9583333333333334
aave,A,0.9617486338797814,0.9562841530054644,0.9180327868852459,0.8743169398907104,0.9617486338797814,0.96875
aave,A,0.9453551912568307,0.9617486338797814,0.9508196721311475,0.9508196721311475,0.9617486338797814,0.9739583333333334
aave,A,0.9726775956284153,0.9562841530054644,0.9781420765027322,0.9234972677595629,0.9781420765027322,0.953125
aave,A,0.9781420765027322,0.9398907103825137,0.9562841530054644,0.9508196721311475,0.9781420765027322,0.96875
aave,A,0.9672131147540983,0.9344262295081968,0.9836065573770492,0.9562841530054644,0.9836065573770492,0.9791666666666666
aave,A,0.9781420765027322,0.9562841530054644,0.9672131147540983,0.912568306010929,0.9781420765027322,0.9739583333333334
aave,A,0.9562841530054644,0.9672131147540983,0.9508196721311475,0.912568306010929,0.9672131147540983,0.9479166666666666
aave,A,0.9781420765027322,0.9726775956284153,0.907103825136612,0.9453551912568307,0.9781420765027322,0.984375
aave,A,0.9781420765027322,0.9617486338797814,0.9617486338797814,0.9289617486338798,0.9781420765027322,0.9791666666666666
aave,A,0.9726775956284153,0.9726775956284153,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9791666666666666
aave,A,0.9890710382513661,0.9836065573770492,0.9836065573770492,0.9562841530054644,0.9890710382513661,0.9479166666666666
aave,A,0.9562841530054644,0.9508196721311475,0.9562841530054644,0.9453551912568307,0.9562841530054644,0.9166666666666666
aave,A,0.9836065573770492,0.9726775956284153,0.9508196721311475,0.8907103825136612,0.9836065573770492,0.96875
aave,A,0.9398907103825137,0.9781420765027322,0.9781420765027322,0.9453551912568307,0.9781420765027322,0.9635416666666666
aave,A,0.9289617486338798,0.9453551912568307,0.9398907103825137,0.9234972677595629,0.9453551912568307,0.9739583333333334
aave,A,0.9672131147540983,0.9398907103825137,0.9562841530054644,0.9289617486338798,0.9672131147540983,0.9635416666666666
aave,A,0.9344262295081968,0.9726775956284153,0.9672131147540983,0.8852459016393442,0.9726775956284153,0.9635416666666666
aave,A,0.9344262295081968,0.9508196721311475,0.907103825136612,0.9781420765027322,0.9781420765027322,0.9427083333333334
aave,A,0.9562841530054644,0.9453551912568307,0.9890710382513661,0.9508196721311475,0.9890710382513661,0.9739583333333334
aave,A,0.9781420765027322,0.9398907103825137,0.9234972677595629,0.9453551912568307,0.9781420765027322,0.9479166666666666
aave,A,0.9890710382513661,0.912568306010929,0.9234972677595629,0.9617486338797814,0.9890710382513661,0.90625
aave,A,0.9781420765027322,0.9617486338797814,0.9398907103825137,0.8907103825136612,0.9781420765027322,0.953125
aave,A,0.9617486338797814,0.9617486338797814,0.9672131147540983,0.9289617486338798,0.9672131147540983,0.9427083333333334
aave,A,0.9890710382513661,0.9508196721311475,0.9562841530054644,0.9562841530054644,0.9890710382513661,0.9479166666666666
aave,A,0.9398907103825137,0.9781420765027322,0.9617486338797814,0.9781420765027322,0.9781420765027322,0.921875
aave,A,0.9781420765027322,0.9344262295081968,0.9726775956284153,0.9617486338797814,0.9781420765027322,0.9635416666666666
aave,A,0.9289617486338798,0.9453551912568307,0.8961748633879781,0.8961748633879781,0.9453551912568307,0.9270833333333334
aave,A,0.8907103825136612,0.9453551912568307,0.9672131147540983,0.9781420765027322,0.9781420765027322,0.9322916666666666
aave,A,0.9453551912568307,0.9453551912568307,0.9289617486338798,0.9453551912568307,0.9453551912568307,0.90625
aave,A,0.9289617486338798,0.9453551912568307,0.907103825136612,0.9180327868852459,0.9453551912568307,0.953125
aave,A,0.907103825136612,0.9234972677595629,0.9398907103825137,0.9508196721311475,0.9508196721311475,0.9739583333333334
aave,A,0.9398907103825137,0.912568306010929,0.9344262295081968,0.9344262295081968,0.9398907103825137,0.921875
aave,A,0.9726775956284153,0.9234972677595629,0.8688524590163934,0.9289617486338798,0.9726775956284153,0.9479166666666666
aave,A,0.9234972677595629,0.9617486338797814,0.9617486338797814,0.9016393442622951,0.9617486338797814,0.96875
mix,A,0.6533333333333333,0.8773333333333333,0.896,0.8986666666666666,0.8986666666666666,0.8641025641025641
mix,A,0.9066666666666666,0.856,0.936,0.9493333333333334,0.9493333333333334,0.9641025641025641
mix,A,0.9493333333333334,0.984,0.9786666666666667,0.9626666666666667,0.984,0.9666666666666667
mix,A,0.9546666666666667,0.9733333333333334,0.9813333333333333,0.9893333333333333,0.9893333333333333,0.9871794871794872
mix,A,0.952,0.9706666666666667,0.976,0.9333333333333333,0.976,0.9641025641025641
mix,A,0.928,0.976,0.9946666666666667,0.96,0.9946666666666667,0.9871794871794872
mix,A,0.9706666666666667,0.9093333333333333,0.9893333333333333,0.9946666666666667,0.9946666666666667,0.9974358974358974
mix,A,0.984,0.9786666666666667,0.9546666666666667,0.9493333333333334,0.984,0.9743589743589743
mix,A,0.9813333333333333,0.8906666666666667,0.968,0.984,0.984,0.9923076923076923
mix,A,0.9733333333333334,0.9733333333333334,0.968,0.9813333333333333,0.9813333333333333,0.9897435897435898
mix,A,0.9786666666666667,0.984,0.9733333333333334,0.976,0.984,0.9743589743589743
mix,A,0.984,0.9813333333333333,0.9546666666666667,0.9706666666666667,0.984,0.9871794871794872
mix,A,0.9573333333333334,0.9306666666666666,0.984,0.968,0.984,0.9769230769230769
mix,A,0.9866666666666667,0.9733333333333334,0.984,0.968,0.9866666666666667,0.982051282051282
mix,A,0.8613333333333333,0.9493333333333334,0.9706666666666667,0.984,0.984,0.9871794871794872
mix,A,0.9893333333333333,0.9813333333333333,0.952,0.968,0.9893333333333333,0.9692307692307692
mix,A,0.96,0.976,0.9546666666666667,0.9786666666666667,0.9786666666666667,0.9384615384615385
mix,A,0.976,0.952,0.944,0.9306666666666666,0.976,0.9641025641025641
mix,A,0.9733333333333334,0.9413333333333334,0.9706666666666667,0.9813333333333333,0.9813333333333333,0.9846153846153847
mix,A,0.952,0.9493333333333334,0.9786666666666667,0.952,0.9786666666666667,0.9743589743589743
mix,A,0.9653333333333334,0.9706666666666667,0.952,0.9866666666666667,0.9866666666666667,0.9692307692307692
mix,A,0.9893333333333333,0.7973333333333333,0.92,0.9733333333333334,0.9893333333333333,0.9615384615384616
mix,A,0.952,0.9653333333333334,0.9413333333333334,0.9226666666666666,0.9653333333333334,0.9538461538461539
mix,A,0.984,0.9546666666666667,0.9573333333333334,0.9786666666666667,0.984,0.9435897435897436
mix,A,0.9386666666666666,0.9653333333333334,0.9546666666666667,0.9866666666666667,0.9866666666666667,0.9615384615384616
mix,A,0.9706666666666667,0.976,0.9573333333333334,0.944,0.976,0.9769230769230769
mix,A,0.9733333333333334,0.9493333333333334,0.9413333333333334,0.8693333333333333,0.9733333333333334,0.9666666666666667
mix,A,0.9653333333333334,0.736,0.8986666666666666,0.816,0.9653333333333334,0.9641025641025641
mix,A,0.9813333333333333,0.9573333333333334,0.9733333333333334,0.984,0.984,0.9846153846153847
mix,A,0.9866666666666667,0.944,0.9786666666666667,0.976,0.9866666666666667,0.9897435897435898
mix,A,0.9386666666666666,0.96,0.9253333333333333,0.9706666666666667,0.9706666666666667,0.958974358974359
mix,A,0.9546666666666667,0.9546666666666667,0.9013333333333333,0.968,0.968,0.9333333333333333
mix,A,0.9466666666666667,0.92,0.8533333333333334,0.952,0.952,0.941025641025641
mix,A,0.9226666666666666,0.9546666666666667,0.9573333333333334,0.944,0.9573333333333334,0.9256410256410257
mix,A,0.9413333333333334,0.8346666666666667,0.8693333333333333,0.8026666666666666,0.9413333333333334,0.9128205128205128
mix,A,0.928,0.9253333333333333,0.9333333333333333,0.9226666666666666,0.9333333333333333,0.9666666666666667
mix,A,0.9466666666666667,0.952,0.9573333333333334,0.9573333333333334,0.9573333333333334,0.9435897435897436
mix,A,0.9146666666666666,0.9573333333333334,0.9653333333333334,0.96,0.9653333333333334,0.9692307692307692
mix,A,0.9546666666666667,0.9413333333333334,0.8826666666666667,0.9466666666666667,0.9546666666666667,0.9615384615384616
mix,A,0.9573333333333334,0.9626666666666667,0.9466666666666667,0.952,0.9626666666666667,0.9538461538461539
mix,A,0.9786666666666667,0.9733333333333334,0.96,0.9653333333333334,0.9786666666666667,0.9769230769230769
mix,A,0.952,0.9546666666666667,0.848,0.8853333333333333,0.9546666666666667,0.9564102564102565
mix,A,0.9226666666666666,0.9093333333333333,0.808,0.9093333333333333,0.9226666666666666,0.9384615384615385
mix,A,0.9093333333333333,0.92,0.928,0.92,0.928,0.882051282051282
mix,A,0.912,0.92,0.8533333333333334,0.8426666666666667,0.92,0.8871794871794871
mix,A,0.9413333333333334,0.9493333333333334,0.9306666666666666,0.9333333333333333,0.9493333333333334,0.958974358974359
mix,A,0.9493333333333334,0.9386666666666666,0.9493333333333334,0.8453333333333334,0.9493333333333334,0.9487179487179487
mix,A,0.9333333333333333,0.9306666666666666,0.9466666666666667,0.9386666666666666,0.9466666666666667,0.9512820512820512
mix,A,0.9146666666666666,0.9333333333333333,0.9173333333333333,0.9386666666666666,0.9386666666666666,0.9461538461538461
mix,A,0.9333333333333333,0.952,0.96,0.9573333333333334,0.96,0.9512820512820512
standard,B,0.1256544502617801,0.17277486910994763,0.20418848167539266,0.24083769633507854,0.24083769633507854,0.24630541871921183
standard,B,0.25654450261780104,0.2879581151832461,0.2879581151832461,0.3403141361256545,0.3403141361256545,0.33004926108374383
standard,B,0.41361256544502617,0.4607329842931937,0.49214659685863876,0.5130890052356021,0.5130890052356021,0.4433497536945813
standard,B,0.5392670157068062,0.5654450261780105,0.581151832460733,0.612565445026178,0.612565445026178,0.6157635467980296
standard,B,0.6387434554973822,0.6910994764397905,0.7068062827225131,0.7486910994764397,0.7486910994764397,0.6748768472906403
standard,B,0.743455497382199,0.7958115183246073,0.7853403141361257,0.8115183246073299,0.8115183246073299,0.7881773399014779
standard,B,0.8429319371727748,0.8638743455497382,0.8848167539267016,0.8848167539267016,0.8848167539267016,0.8029556650246306
standard,B,0.8743455497382199,0.8586387434554974,0.8900523560209425,0.900523560209424,0.900523560209424,0.8423645320197044
standard,B,0.9109947643979057,0.9214659685863874,0.8952879581151832,0.9162303664921466,0.9214659685863874,0.896551724137931
standard,B,0.93717277486911,0.9319371727748691,0.9319371727748691,0.9162303664921466,0.93717277486911,0.9064039408866995
standard,B,0.9109947643979057,0.9267015706806283,0.9319371727748691,0.9267015706806283,0.9319371727748691,0.9310344827586207
standard,B,0.9424083769633508,0.9424083769633508,0.9424083769633508,0.9528795811518325,0.9528795811518325,0.9408866995073891
standard,B,0.9424083769633508,0.9319371727748691,0.9581151832460733,0.9424083769633508,0.9581151832460733,0.9605911330049262
standard,B,0.9476439790575916,0.9633507853403142,0.9581151832460733,0.9528795811518325,0.9633507853403142,0.9458128078817734
standard,B,0.9528795811518325,0.9476439790575916,0.9528795811518325,0.9528795811518325,0.9528795811518325,0.9310344827586207
standard,B,0.9685863874345549,0.9685863874345549,0.9738219895287958,0.9685863874345549,0.9738219895287958,0.9605911330049262
standard,B,0.9685863874345549,0.9738219895287958,0.9685863874345549,0.9685863874345549,0.9738219895287958,0.9556650246305419
standard,B,0.9633507853403142,0.9790575916230366,0.9842931937172775,0.9790575916230366,0.9842931937172775,0.9802955665024631
standard,B,0.9738219895287958,0.9738219895287958,0.9685863874345549,0.9633507853403142,0.9738219895287958,0.9556650246305419
standard,B,1.0,0.9790575916230366,0.9790575916230366,1.0,1.0,0.9802955665024631
standard,B,0.9842931937172775,0.9842931937172775,0.9685863874345549,0.9895287958115183,0.9895287958115183,0.9852216748768473
standard,B,0.9790575916230366,1.0,0.9790575916230366,0.9947643979057592,1.0,0.9852216748768473
standard,B,0.9947643979057592,1.0,1.0,0.9842931937172775,1.0,0.9852216748768473
standard,B,0.9842931937172775,0.9790575916230366,1.0,0.9947643979057592,1.0,0.9753694581280788
standard,B,1.0,1.0,0.9790575916230366,0.9790575916230366,1.0,0.9802955665024631
standard,B,1.0,1.0,0.9895287958115183,0.9947643979057592,1.0,0.9802955665024631
standard,B,1.0,0.9790575916230366,1.0,0.9895287958115183,1.0,0.9802955665024631
standard,B,0.9685863874345549,0.9895287958115183,1.0,1.0,1.0,0.9802955665024631
standard,B,0.9738219895287958,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,0.9842931937172775,0.9842931937172775,1.0,1.0,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,0.9895287958115183,1.0,1.0,0.9842931937172775,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,1.0,1.0,0.9802955665024631
standard,B,1.0,1.0,0.9895287958115183,0.9790575916230366,1.0,0.9802955665024631
standard,B,1.0,1.0,1.0,1.0,1.0,0.9802955665024631
standard,B,1.0,0.9790575916230366,0.9842931937172775,1.0,1.0,0.9802955665024631
standard,B,1.0,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,0.9895287958115183,1.0,0.9852216748768473
standard,B,0.9842931937172775,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,1.0,1.0,0.9802955665024631
standard,B,1.0,1.0,0.9842931937172775,1.0,1.0,0.9802955665024631
standard,B,1.0,1.0,1.0,1.0,1.0,0.9802955665024631
standard,B,1.0,0.9842931937172775,0.9947643979057592,0.9842931937172775,1.0,0.9852216748768473
standard,B,1.0,1.0,0.9842931937172775,1.0,1.0,0.9852216748768473
standard,B,1.0,0.9947643979057592,0.9842931937172775,1.0,1.0,0.9901477832512315
standard,B,1.0,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,0.9947643979057592,1.0,0.9852216748768473
standard,B,0.9895287958115183,1.0,1.0,0.9790575916230366,1.0,0.9901477832512315
standard,B,1.0,1.0,1.0,1.0,1.0,0.9852216748768473
standard,B,1.0,1.0,1.0,1.0,1.0,0.9852216748768473
aave,B,0.1092896174863388,0.1092896174863388,0.18032786885245902,0.23497267759562843,0.23497267759562843,0.24479166666666666
aave,B,0.2459016393442623,0.28415300546448086,0.26229508196721313,0.28415300546448086,0.28415300546448086,0.3229166666666667
aave,B,0.30601092896174864,0.33879781420765026,0.39344262295081966,0.4426229508196721,0.4426229508196721,0.453125
aave,B,0.48633879781420764,0.5355191256830601,0.5683060109289617,0.6065573770491803,0.6065573770491803,0.6302083333333334
aave,B,0.6612021857923497,0.6338797814207651,0.6338797814207651,0.6830601092896175,0.6830601092896175,0.671875
aave,B,0.7049180327868853,0.7595628415300546,0.7650273224043715,0.7868852459016393,0.7868852459016393,0.8177083333333334
aave,B,0.7704918032786885,0.8142076502732241,0.825136612021858,0.8579234972677595,0.8579234972677595,0.8697916666666666
aave,B,0.8142076502732241,0.8306010928961749,0.8524590163934426,0.8360655737704918,0.8524590163934426,0.8645833333333334
aave,B,0.8415300546448088,0.8579234972677595,0.8743169398907104,0.8415300546448088,0.8743169398907104,0.8697916666666666
aave,B,0.8306010928961749,0.8633879781420765,0.8360655737704918,0.8415300546448088,0.8633879781420765,0.890625
aave,B,0.8360655737704918,0.8579234972677595,0.8579234972677595,0.8633879781420765,0.8633879781420765,0.9010416666666666
aave,B,0.8688524590163934,0.8743169398907104,0.8743169398907104,0.8797814207650273,0.8797814207650273,0.90625
aave,B,0.8743169398907104,0.8688524590163934,0.8633879781420765,0.8688524590163934,0.8743169398907104,0.890625
aave,B,0.8688524590163934,0.8633879781420765,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.9010416666666666
aave,B,0.8797814207650273,0.8907103825136612,0.8688524590163934,0.8797814207650273,0.8907103825136612,0.90625
aave,B,0.8688524590163934,0.8907103825136612,0.8743169398907104,0.8852459016393442,0.8907103825136612,0.9114583333333334
aave,B,0.8797814207650273,0.8797814207650273,0.8743169398907104,0.8852459016393442,0.8852459016393442,0.9270833333333334
aave,B,0.9016393442622951,0.9016393442622951,0.907103825136612,0.912568306010929,0.912568306010929,0.9375
aave,B,0.9453551912568307,0.9453551912568307,0.9453551912568307,0.9508196721311475,0.9508196721311475,0.984375
aave,B,0.9562841530054644,0.9562841530054644,0.9726775956284153,0.9726775956284153,0.9726775956284153,0.9791666666666666
aave,B,0.9672131147540983,0.9726775956284153,0.9617486338797814,0.9617486338797814,0.9726775956284153,0.9895833333333334
aave,B,0.9781420765027322,0.9617486338797814,0.9672131147540983,0.9672131147540983,0.9781420765027322,0.9895833333333334
aave,B,0.9726775956284153,0.9781420765027322,0.9781420765027322,0.9836065573770492,0.9836065573770492,0.984375
aave,B,0.9726775956284153,0.9726775956284153,0.9781420765027322,0.9836065573770492,0.9836065573770492,0.9895833333333334
aave,B,0.9781420765027322,0.9836065573770492,0.9781420765027322,0.9781420765027322,0.9836065573770492,0.9947916666666666
aave,B,0.9726775956284153,0.9836065573770492,0.9890710382513661,0.9781420765027322,0.9890710382513661,0.9947916666666666
aave,B,0.9890710382513661,0.9890710382513661,0.9781420765027322,0.9672131147540983,0.9890710382513661,0.9947916666666666
aave,B,0.9726775956284153,0.9836065573770492,0.9890710382513661,0.9890710382513661,0.9890710382513661,0.9947916666666666
aave,B,0.9836065573770492,0.9890710382513661,0.9890710382513661,0.9781420765027322,0.9890710382513661,0.984375
aave,B,0.9781420765027322,0.9890710382513661,0.994535519125683,0.9726775956284153,0.994535519125683,1.0
aave,B,0.9890710382513661,0.9781420765027322,0.994535519125683,1.0,1.0,0.9791666666666666
aave,B,0.9890710382513661,0.994535519125683,0.994535519125683,0.994535519125683,0.994535519125683,1.0
aave,B,0.9890710382513661,1.0,1.0,1.0,1.0,1.0
aave,B,1.0,1.0,0.994535519125683,0.994535519125683,1.0,1.0
aave,B,0.9890710382513661,1.0,0.994535519125683,1.0,1.0,1.0
aave,B,0.9836065573770492,1.0,1.0,0.994535519125683,1.0,1.0
aave,B,1.0,0.994535519125683,0.994535519125683,0.994535519125683,1.0,1.0
aave,B,1.0,1.0,0.994535519125683,1.0,1.0,1.0
aave,B,1.0,1.0,0.994535519125683,0.994535519125683,1.0,1.0
aave,B,0.994535519125683,0.994535519125683,0.994535519125683,0.994535519125683,0.994535519125683,1.0
aave,B,0.994535519125683,0.994535519125683,0.994535519125683,0.994535519125683,0.994535519125683,1.0
aave,B,0.994535519125683,0.994535519125683,1.0,1.0,1.0,1.0
aave,B,0.994535519125683,1.0,0.994535519125683,1.0,1.0,1.0
aave,B,1.0,0.9890710382513661,1.0,0.994535519125683,1.0,1.0
aave,B,0.9890710382513661,0.994535519125683,0.994535519125683,0.9781420765027322,0.994535519125683,1.0
aave,B,0.994535519125683,0.994535519125683,1.0,0.994535519125683,1.0,1.0
aave,B,1.0,0.994535519125683,0.9890710382513661,0.994535519125683,1.0,1.0
aave,B,0.994535519125683,1.0,0.9890710382513661,1.0,1.0,1.0
aave,B,1.0,1.0,0.994535519125683,1.0,1.0,0.9895833333333334
aave,B,1.0,1.0,1.0,0.994535519125683,1.0,1.0
mix,B,0.14933333333333335,0.2693333333333333,0.2853333333333333,0.408,0.408,0.4153846153846154
mix,B,0.4666666666666667,0.5466666666666666,0.576,0.6053333333333333,0.6053333333333333,0.617948717948718
mix,B,0.656,0.728,0.7413333333333333,0.808,0.808,0.7794871794871795
mix,B,0.8053333333333333,0.8373333333333334,0.8346666666666667,0.8613333333333333,0.8613333333333333,0.8358974358974359
mix,B,0.8453333333333334,0.8506666666666667,0.8693333333333333,0.8506666666666667,0.8693333333333333,0.8717948717948718
mix,B,0.856,0.8773333333333333,0.8746666666666667,0.8613333333333333,0.8773333333333333,0.8794871794871795
mix,B,0.8773333333333333,0.8693333333333333,0.8906666666666667,0.8906666666666667,0.8906666666666667,0.8846153846153846
mix,B,0.8906666666666667,0.8906666666666667,0.8853333333333333,0.8826666666666667,0.8906666666666667,0.882051282051282
mix,B,0.888,0.8933333333333333,0.8773333333333333,0.888,0.8933333333333333,0.8794871794871795
mix,B,0.888,0.8906666666666667,0.8933333333333333,0.88,0.8933333333333333,0.8846153846153846
mix,B,0.8853333333333333,0.896,0.888,0.888,0.896,0.8897435897435897
mix,B,0.8933333333333333,0.88,0.888,0.888,0.8933333333333333,0.8948717948717949
mix,B,0.888,0.9013333333333333,0.888,0.904,0.904,0.8948717948717949
